run,linearity
48,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-249.6842:239.0-260.29892:239.0-270.946:239.0-281.62195:239.0-292.32352:239.0-303.0479:239.0-313.79263:239.0-324.55542:239.0-335.33432:239.0-346.12753:239.0-356.9335:239.0-367.7508:239.0-378.5782:239.0-389.41458:239.0-400.25897:239.0-487.21423:191.0-498.10065:191.0-508.98956:191.0-519.8807:191.0-530.7738:191.0-541.66864:191.0-552.56506:191.0-563.4629:191.0-628.8715:223.0-639.77563:223.0-650.6803:223.0-661.58545:223.0-737.9312:191.0-748.83875:191.0-759.74646:191.0-770.6543:191.0-781.5623:191.0-792.47046:191.0-803.37866:191.0-814.287:191.0-825.1954:191.0-890.6471:223.0-901.5559:223.0-912.4647:223.0-923.3736:223.0-934.2825:223.0-945.19135:223.0-1065.1904:223.0-1076.0995:223.0-1087.0085:223.0-1097.9176:223.0-1174.281:191.0-1185.1901:191.0-1196.0991:191.0-1207.0082:191.0-1217.9172:191.0-1228.8263:191.0-1239.7354:191.0-1250.6444:191.0-1261.5535:191.0-1272.4625:191.0-1283.3716:191.0-1294.2806:191.0-1425.1893:159.0-1436.0984:159.0-1447.0074:159.0-1457.9165:159.0-1534.2799:223.0-1545.189:223.0-1556.098:223.0-1567.0071:223.0-1577.9161:223.0-1588.8252:223.0-1599.7343:223.0-1690.1316:207.0-1698.297:207.0-1762.2804:175.0-1772.1094:175.0-1782.0571:175.0-1792.1107:175.0-1854.0834:223.0-1864.614:223.0-1875.1863:223.0-1885.7957:223.0-1896.438:223.0-1907.1096:223.0-1917.8074:223.0-1928.5284:223.0-1939.2701:223.0-2036.5723:207.0-2047.4292:207.0-2058.2917:207.0-2069.1594:207.0-2080.0317:207.0-2090.908:207.0-2145.3362:239.0-2156.229:239.0-2167.1235:239.0-2178.0198:239.0-2287.7183:191.0-2297.349:191.0
49,14.686521:15.0-18.751003:15.0-146.4993:239.0-156.46437:239.0-166.5333:239.0-176.69463:239.0-186.93822:239.0-197.255:239.0-207.63695:239.0-218.07687:239.0-228.5684:239.0-239.10587:239.0-249.6842:239.0-260.29892:239.0-270.946:239.0-281.62195:239.0-292.32352:239.0-303.0479:239.0-313.79263:239.0-324.55542:239.0-335.33432:239.0-346.12753:239.0-356.9335:239.0-367.7508:239.0-378.5782:239.0-389.41458:239.0-400.25897:239.0-411.11047:239.0-421.96832:239.0-541.66864:191.0-552.56506:191.0-563.4629:191.0-574.36194:191.0-585.2621:191.0-617.968:207.0-628.8715:207.0-639.77563:207.0-650.6803:207.0-661.58545:207.0-672.491:207.0-683.397:207.0-694.3033:207.0-705.2099:207.0-716.11676:207.0-727.02386:207.0-737.9312:207.0-748.83875:207.0-923.3736:223.0-934.2825:223.0-945.19135:223.0-956.1003:223.0-967.0092:223.0-977.91815:223.0-988.82715:223.0-1021.55414:239.0-1032.4633:239.0-1130.6448:223.0-1141.5538:223.0-1239.7354:207.0-1250.6444:207.0-1261.5535:207.0-1272.4625:207.0-1283.3716:207.0-1294.2806:207.0-1305.1897:207.0-1316.0988:207.0-1327.0078:207.0-1337.9169:207.0-1348.8259:207.0-1359.735:207.0-1457.9165:191.0-1468.8256:191.0-1479.7346:191.0-1490.6437:191.0-1501.5527:191.0-1512.4618:191.0-1523.3708:191.0-1534.2799:191.0-1545.189:191.0-1556.098:191.0-1567.0071:191.0-1577.9161:191.0-1588.8252:191.0-1599.7343:191.0-1610.6433:191.0-1621.5524:191.0-1632.4614:191.0-1643.3705:191.0-1654.2795:191.0-1665.1886:191.0-1708.8248:207.0-1719.7339:207.0-1730.643:207.0-1741.552:207.0-1752.461:207.0-1763.3701:207.0-1774.2792:207.0-1785.1882:207.0-1796.0973:207.0-1807.0063:207.0-1817.9154:207.0-1828.8245:207.0-1839.7335:207.0-1850.6426:207.0-1861.5516:207.0-1959.7332:191.0-1970.6422:191.0-1981.5513:191.0-1992.4603:191.0-2003.3694:191.0-2014.2784:191.0-2025.1875:191.0-2036.0966:191.0-2047.0056:191.0-2057.9148:191.0-2068.824:191.0-2079.7332:191.0-2090.6423:191.0-2101.5515:191.0-2112.4607:191.0-2177.9158:223.0-2188.825:223.0-2199.7341:223.0-2210.6433:223.0-2287.0076:191.0-2297.9167:191.0-2308.826:191.0-2319.735:191.0-2330.6443:191.0-2341.5535:191.0-2352.4626:191.0-2363.3718:191.0-2373.681:191.0-2383.456:191.0-2384.0:191.0
50,14.686521:15.0-18.751003:15.0-126.93359:207.0-136.6509:207.0-146.4993:207.0-156.46437:207.0-166.5333:207.0-260.29892:191.0-270.946:191.0-303.0479:207.0-313.79263:207.0-324.55542:207.0-335.33432:207.0-346.12753:207.0-356.9335:207.0-367.7508:207.0-378.5782:207.0-389.41458:207.0-400.25897:207.0-411.11047:207.0-421.96832:207.0-432.8318:207.0-596.1632:223.0-607.06525:223.0-617.968:223.0-628.8715:223.0-639.77563:223.0-650.6803:223.0-661.58545:223.0-672.491:223.0-683.397:223.0-694.3033:223.0-705.2099:223.0-803.37866:207.0-814.287:207.0-825.1954:207.0-836.1038:207.0-847.0124:207.0-857.921:207.0-868.82965:207.0-879.73834:207.0-890.6471:207.0-934.2825:223.0-945.19135:223.0-1043.3723:207.0-1054.2814:207.0-1097.9176:239.0-1108.8267:239.0-1119.7357:239.0-1130.6448:239.0-1141.5538:239.0-1217.9172:207.0-1228.8263:207.0-1327.0078:191.0-1337.9169:191.0-1457.9165:191.0-1588.8252:207.0-1599.7343:207.0-1610.6433:207.0-1621.5524:207.0-1632.4614:207.0-1643.3705:207.0-1654.2795:207.0-1665.1886:207.0-1763.3701:191.0-1774.2792:191.0-1785.1882:191.0-1796.0973:191.0-1807.0063:191.0-1817.9154:191.0-1828.8245:191.0-1839.7335:191.0-1850.6426:191.0-1861.5516:191.0-1872.4607:191.0-1883.3698:191.0-1894.2788:191.0-1905.1879:191.0-1916.0969:191.0-1927.006:191.0-1937.915:191.0-2014.2784:239.0-2025.1875:239.0-2036.0966:239.0-2047.0056:239.0-2057.9148:239.0-2068.824:239.0-2079.7332:239.0-2090.6423:239.0-2101.5515:239.0-2112.4607:239.0-2123.3699:239.0-2134.279:239.0-2145.1882:239.0-2156.0974:239.0-2167.0066:239.0-2177.9158:239.0-2188.825:239.0-2199.7341:239.0-2210.6433:239.0-2308.826:223.0-2319.735:223.0-2330.6443:223.0-2341.5535:223.0-2352.4626:223.0-2363.3718:223.0-2373.681:223.0-2383.456:223.0-2384.0:223.0
51,14.686521:15.0-18.751003:15.0-140.15007:239.0-149.01357:239.0-157.50208:239.0-222.94357:207.0-232.89978:207.0-242.9608:207.0-253.11511:207.0-263.35245:207.0-273.66367:207.0-284.04065:207.0-294.47617:207.0-304.96378:207.0-315.49774:207.0-326.07297:207.0-336.68494:207.0-347.3296:207.0-358.00333:207.0-368.70294:207.0-379.4256:207.0-390.16876:207.0-400.93018:207.0-411.70782:207.0-422.49994:207.0-433.30493:207.0-444.12137:207.0-454.948:207.0-465.7837:207.0-585.35474:207.0-596.2457:207.0-607.1387:207.0-618.0334:207.0-628.9297:207.0-639.8274:207.0-764.2851:239.0-773.4937:239.0-852.42413:191.0-862.7374:191.0-873.1163:191.0-883.55347:191.0-894.04254:191.0-947.08734:223.0-957.7877:223.0-968.51105:223.0-979.2548:223.0-990.0168:223.0-1000.7949:223.0-1011.58746:223.0-1022.3928:223.0-1033.2096:223.0-1044.0365:223.0-1054.8724:223.0-1065.7164:223.0-1141.7864:191.0-1152.6698:191.0-1348.8514:223.0-1359.7577:223.0-1370.6643:223.0-1447.0166:191.0-1457.9247:191.0-1468.8329:191.0-1479.7412:191.0-1490.6497:191.0-1501.5581:191.0-1512.4667:191.0-1523.3752:191.0-1643.3723:191.0-1654.2812:191.0-1665.1902:191.0-1676.0991:191.0-1687.0082:191.0-1697.9172:191.0-1708.8263:191.0-1719.7354:191.0-1730.6444:191.0-1741.5535:191.0-1752.4625:191.0-1763.3716:191.0-1817.9169:223.0-1828.8259:223.0-1839.735:223.0-1850.644:223.0-1861.5531:223.0-1872.4622:223.0-1970.6437:207.0-1981.5527:207.0-2014.2799:223.0-2025.189:223.0-2188.8264:223.0-2199.7356:223.0-2210.6448:223.0-2221.554:223.0-2232.4631:223.0-2243.3723:223.0-2363.3733:223.0-2374.2825:223.0-2384.0:223.0
52,14.686521:15.0-18.751003:15.0-126.93359:207.0-136.6509:207.0-146.4993:207.0-156.46437:207.0-166.5333:207.0-303.0479:239.0-313.79263:239.0-324.55542:239.0-335.33432:239.0-346.12753:239.0-356.9335:239.0-432.8318:207.0-443.7003:207.0-454.57324:207.0-465.45016:207.0-476.33063:207.0-487.21423:207.0-498.10065:207.0-508.98956:207.0-519.8807:207.0-530.7738:207.0-541.66864:207.0-552.56506:207.0-563.4629:207.0-574.36194:207.0-585.2621:207.0-596.1632:207.0-607.06525:207.0-617.968:207.0-628.8715:207.0-639.77563:207.0-650.6803:207.0-661.58545:207.0-672.491:207.0-683.397:207.0-765.5019:175.0-775.7767:175.0-786.1212:175.0-913.5907:191.0-924.3757:191.0-935.1743:191.0-945.9851:191.0-956.8067:191.0-967.63794:191.0-978.4777:191.0-989.32513:191.0-1000.1793:191.0-1011.03955:191.0-1021.90515:191.0-1032.7755:191.0-1043.6501:191.0-1054.5286:191.0-1065.4104:191.0-1076.2952:191.0-1087.1826:191.0-1152.5491:223.0-1163.4486:223.0-1174.3492:223.0-1185.2507:223.0-1196.1531:223.0-1207.0562:223.0-1217.96:223.0-1228.8643:223.0-1239.7692:223.0-1250.6744:223.0-1261.5802:223.0-1272.4863:223.0-1283.3928:223.0-1294.2996:223.0-1305.2065:223.0-1316.1138:223.0-1327.0212:223.0-1337.9288:223.0-1348.8365:223.0-1359.7445:223.0-1370.6526:223.0-1381.5608:223.0-1392.469:223.0-1403.3773:223.0-1414.2858:223.0-1425.1942:223.0-1436.1028:223.0-1447.0114:223.0-1457.92:223.0-1468.8287:223.0-1479.7375:223.0-1490.6464:223.0-1501.5552:223.0-1512.464:223.0-1523.3729:223.0-1534.2819:223.0-1545.1908:223.0-1556.0997:223.0-1567.0087:223.0-1643.3718:191.0-1654.2809:191.0-1774.2805:191.0-1785.1896:191.0-1796.0986:191.0-1807.0077:191.0-1817.9167:191.0-1828.8258:191.0-1948.8254:191.0-1959.7345:191.0-1970.6436:191.0-1981.5526:191.0-1992.4617:191.0-2003.3707:191.0-2014.2798:191.0-2025.1888:191.0-2036.0979:191.0-2047.007:191.0-2090.6436:207.0-2101.5527:207.0-2112.462:207.0-2123.371:207.0-2134.2803:207.0-2145.1895:207.0-2156.0986:207.0-2167.0078:207.0-2177.917:207.0-2308.8271:223.0-2319.7363:223.0-2330.6455:223.0-2341.5547:223.0-2352.4639:223.0-2363.373:223.0-2374.2822:223.0-2384.0:223.0
53,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-197.255:191.0-207.63695:191.0-350.5842:239.0-360.8999:239.0-371.28088:239.0-450.81042:191.0-460.90125:191.0-471.0821:191.0-481.34305:191.0-554.78217:239.0-565.4361:239.0-576.1181:239.0-662.2768:191.0-673.1063:191.0-683.9446:191.0-694.79065:191.0-705.6437:191.0-781.7543:239.0-792.6413:239.0-868.9054:207.0-879.8058:207.0-890.70715:207.0-901.6094:207.0-912.5123:207.0-923.41595:207.0-934.3202:207.0-945.225:207.0-956.13025:207.0-967.0359:207.0-977.94196:207.0-988.8483:207.0-1108.8323:207.0-1119.7407:207.0-1130.6492:207.0-1141.5577:207.0-1239.7368:191.0-1250.6458:191.0-1261.5547:191.0-1272.4636:191.0-1283.3726:191.0-1294.2815:191.0-1327.0085:207.0-1337.9176:207.0-1348.8267:207.0-1359.7357:207.0-1370.6448:207.0-1381.5538:207.0-1392.4629:207.0-1403.372:207.0-1414.281:207.0-1425.1901:207.0-1468.8263:223.0-1479.7354:223.0-1490.6444:223.0-1501.5535:223.0-1512.4625:223.0-1523.3716:223.0-1534.2806:223.0-1545.1897:223.0-1556.0988:223.0-1676.0984:191.0-1687.0074:191.0-1697.9165:191.0-1708.8256:191.0-1850.6433:191.0-1861.5524:191.0-1872.4614:191.0-1883.3705:191.0-1894.2795:191.0-1905.1886:191.0-1916.0977:191.0-1927.0067:191.0-1937.9158:191.0-1948.8248:191.0-2068.8247:191.0-2079.734:191.0-2090.643:191.0-2101.5522:191.0-2112.4614:191.0-2123.3706:191.0-2134.2798:191.0-2145.189:191.0-2156.0981:191.0-2199.7349:207.0-2210.644:207.0-2330.645:207.0-2341.5542:207.0-2352.4634:207.0-2363.3726:207.0-2373.6816:207.0-2383.4568:207.0-2384.0:207.0
54,14.686521:15.0-18.751003:15.0-146.4993:239.0-156.46437:239.0-166.5333:239.0-260.29892:223.0-270.946:223.0-281.62195:223.0-292.32352:223.0-367.7508:191.0-378.5782:191.0-389.41458:191.0-400.25897:191.0-411.11047:191.0-421.96832:191.0-432.8318:191.0-443.7003:191.0-454.57324:191.0-465.45016:191.0-476.33063:191.0-541.66864:223.0-552.56506:223.0-672.491:223.0-683.397:223.0-694.3033:223.0-705.2099:223.0-716.11676:223.0-727.02386:223.0-825.1954:207.0-836.1038:207.0-847.0124:207.0-857.921:207.0-868.82965:207.0-879.73834:207.0-890.6471:207.0-901.5559:207.0-1076.0995:191.0-1087.0085:191.0-1097.9176:191.0-1119.7357:207.0-1130.6448:207.0-1141.5538:207.0-1152.4629:207.0-1163.372:207.0-1174.281:207.0-1185.1901:207.0-1305.1897:207.0-1316.0988:207.0-1327.0078:207.0-1337.9169:207.0-1348.8259:207.0-1359.735:207.0-1370.644:207.0-1425.1893:239.0-1436.0984:239.0-1447.0074:239.0-1534.2799:191.0-1545.189:191.0-1556.098:191.0-1697.9158:239.0-1708.8248:239.0-1719.7339:239.0-1730.643:239.0-1741.552:239.0-1752.461:239.0-1828.8245:207.0-1839.7335:207.0-1850.6426:207.0-1861.5516:207.0-1981.5513:207.0-1992.4603:207.0-2134.279:207.0-2145.1882:207.0-2156.0974:207.0-2167.0066:207.0-2177.9158:207.0-2188.825:207.0-2199.7341:207.0-2210.6433:207.0-2308.826:191.0-2319.735:191.0-2330.6443:191.0-2341.5535:191.0-2352.4626:191.0
55,14.686521:15.0-18.751003:15.0-136.6509:223.0-146.4993:223.0-156.46437:223.0-166.5333:223.0-176.69463:223.0-186.93822:223.0-197.255:223.0-207.63695:223.0-218.07687:223.0-228.5684:223.0-239.10587:223.0-249.6842:223.0-260.29892:223.0-270.946:223.0-281.62195:223.0-292.32352:223.0-421.96832:191.0-432.8318:191.0-443.7003:191.0-454.57324:191.0-465.45016:191.0-476.33063:191.0-487.21423:191.0-498.10065:191.0-508.98956:191.0-519.8807:191.0-530.7738:191.0-650.6803:191.0-683.397:223.0-694.3033:223.0-705.2099:223.0-716.11676:223.0-727.02386:223.0-825.1954:207.0-836.1038:207.0-847.0124:207.0-857.921:207.0-868.82965:207.0-879.73834:207.0-977.91815:191.0-988.82715:191.0-999.73615:191.0-1010.64514:191.0-1021.55414:191.0-1076.0995:223.0-1087.0085:223.0-1097.9176:223.0-1108.8267:223.0-1119.7357:223.0-1130.6448:223.0-1141.5538:223.0-1152.4629:223.0-1163.372:223.0-1261.5535:207.0-1272.4625:207.0-1283.3716:207.0-1294.2806:207.0-1305.1897:207.0-1316.0988:207.0-1327.0078:207.0-1337.9169:207.0-1348.8259:207.0-1359.735:207.0-1370.644:207.0-1436.0984:239.0-1447.0074:239.0-1457.9165:239.0-1468.8256:239.0-1479.7346:239.0-1490.6437:239.0-1501.5527:239.0-1512.4618:239.0-1523.3708:239.0-1534.2799:239.0-1610.6433:207.0-1621.5524:207.0-1632.4614:207.0-1643.3705:207.0-1654.2795:207.0-1665.1886:207.0-1676.0977:207.0-1687.0067:207.0-1697.9158:207.0-1708.8248:207.0-1807.0063:191.0-1828.8245:207.0-1839.7335:207.0-1916.0969:175.0-1927.006:175.0-2079.7332:191.0-2090.6423:191.0-2101.5515:191.0-2112.4607:191.0-2123.3699:191.0-2134.279:191.0-2145.1882:191.0-2156.0974:191.0-2221.5525:239.0-2232.4617:239.0-2243.3708:239.0-2254.28:239.0-2265.1892:239.0-2276.0984:239.0-2287.0076:239.0-2297.9167:239.0-2384.0:223.0
56,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-378.5782:207.0-389.41458:207.0-400.25897:207.0-411.11047:207.0-421.96832:207.0-432.8318:207.0-443.7003:207.0-476.33063:223.0-487.21423:223.0-498.10065:223.0-508.98956:223.0-519.8807:223.0-530.7738:223.0-541.66864:223.0-552.56506:223.0-563.4629:223.0-574.36194:223.0-585.2621:223.0-596.1632:223.0-607.06525:223.0-617.968:223.0-628.8715:223.0-639.77563:223.0-650.6803:223.0-661.58545:223.0-672.491:223.0-683.397:223.0-901.5559:191.0-912.4647:191.0-934.2825:207.0-945.19135:207.0-956.1003:207.0-967.0092:207.0-977.91815:207.0-988.82715:207.0-999.73615:207.0-1010.64514:207.0-1185.1901:207.0-1217.9172:239.0-1228.8263:239.0-1239.7354:239.0-1250.6444:239.0-1261.5535:239.0-1272.4625:239.0-1283.3716:239.0-1294.2806:239.0-1305.1897:239.0-1316.0988:239.0-1392.4622:207.0-1403.3712:207.0-1414.2803:207.0-1425.1893:207.0-1436.0984:207.0-1447.0074:207.0-1457.9165:207.0-1468.8256:207.0-1479.7346:207.0-1490.6437:207.0-1501.5527:207.0-1512.4618:207.0-1523.3708:207.0-1534.2799:207.0-1545.189:207.0-1556.098:207.0-1567.0071:207.0-1577.9161:207.0-1665.1886:175.0-1676.0977:175.0-1687.0067:175.0-1807.0063:143.0-1817.9154:143.0-1883.3698:207.0-1894.2788:207.0-1905.1879:207.0-1916.0969:207.0-1927.006:207.0-1937.915:207.0-1948.8241:207.0-1959.7332:207.0-1970.6422:207.0-1981.5513:207.0-1992.4603:207.0-2003.3694:207.0-2014.2784:207.0-2112.4607:191.0-2123.3699:191.0-2134.279:191.0-2145.1882:191.0-2156.0974:191.0-2167.0066:191.0-2177.9158:191.0-2188.825:191.0-2199.7341:191.0-2210.6433:191.0-2221.5525:191.0-2232.4617:191.0-2243.3708:191.0-2254.28:191.0-2265.1892:191.0-2276.0984:191.0-2287.0076:191.0-2297.9167:191.0-2363.3718:223.0-2373.681:223.0-2383.456:223.0-2384.0:223.0
57,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-207.63695:239.0-218.07687:239.0-228.5684:239.0-239.10587:239.0-249.6842:239.0-346.12753:223.0-356.9335:223.0-367.7508:223.0-378.5782:223.0-411.11047:239.0-421.96832:239.0-432.8318:239.0-443.7003:239.0-454.57324:239.0-465.45016:239.0-476.33063:239.0-487.21423:239.0-498.10065:239.0-508.98956:239.0-585.2621:207.0-596.1632:207.0-607.06525:207.0-617.968:207.0-628.8715:207.0-639.77563:207.0-650.6803:207.0-705.2099:239.0-716.11676:239.0-727.02386:239.0-737.9312:239.0-748.83875:239.0-836.1038:191.0-847.0124:191.0-857.921:191.0-868.82965:191.0-879.73834:191.0-890.6471:191.0-901.5559:191.0-912.4647:191.0-923.3736:191.0-934.2825:191.0-945.19135:191.0-956.1003:191.0-967.0092:191.0-977.91815:191.0-1021.55414:207.0-1032.4633:207.0-1043.3723:207.0-1054.2814:207.0-1065.1904:207.0-1076.0995:207.0-1087.0085:207.0-1097.9176:207.0-1108.8267:207.0-1119.7357:207.0-1185.1901:239.0-1196.0991:239.0-1207.0082:239.0-1217.9172:239.0-1228.8263:239.0-1327.0078:223.0-1337.9169:223.0-1348.8259:223.0-1359.735:223.0-1468.8256:191.0-1479.7346:191.0-1490.6437:191.0-1501.5527:191.0-1512.4618:191.0-1523.3708:191.0-1534.2799:191.0-1545.189:191.0-1588.8252:207.0-1599.7343:207.0-1610.6433:207.0-1621.5524:207.0-1632.4614:207.0-1643.3705:207.0-1654.2795:207.0-1665.1886:207.0-1676.0977:207.0-1687.0067:207.0-1697.9158:207.0-1708.8248:207.0-1719.7339:207.0-1730.643:207.0-1796.0973:239.0-1807.0063:239.0-1817.9154:239.0-1937.915:239.0-1948.8241:239.0-1959.7332:239.0-1970.6422:239.0-1981.5513:239.0-1992.4603:239.0-2003.3694:239.0-2014.2784:239.0-2025.1875:239.0-2036.0966:239.0-2047.0056:239.0-2057.9148:239.0-2068.824:239.0-2079.7332:239.0-2090.6423:239.0-2101.5515:239.0-2112.4607:239.0-2123.3699:239.0-2134.279:239.0-2145.1882:239.0-2232.4617:191.0-2243.3708:191.0-2254.28:191.0-2265.1892:191.0-2276.0984:191.0-2287.0076:191.0-2297.9167:191.0-2308.826:191.0-2319.735:191.0-2330.6443:191.0-2341.5535:191.0-2352.4626:191.0-2363.3718:191.0-2373.681:191.0-2383.456:191.0
58,14.686521:15.0-18.751003:15.0-126.93359:207.0-136.6509:207.0-146.4993:207.0-156.46437:207.0-166.5333:207.0-176.69463:207.0-186.93822:207.0-197.255:207.0-207.63695:207.0-303.0479:191.0-313.79263:191.0-324.55542:191.0-335.33432:191.0-346.12753:191.0-356.9335:191.0-367.7508:191.0-378.5782:191.0-389.41458:191.0-400.25897:191.0-411.11047:191.0-421.96832:191.0-432.8318:191.0-498.10065:223.0-508.98956:223.0-519.8807:223.0-530.7738:223.0-541.66864:223.0-552.56506:223.0-563.4629:223.0-574.36194:223.0-585.2621:223.0-596.1632:223.0-694.3033:207.0-705.2099:207.0-716.11676:207.0-727.02386:207.0-737.9312:207.0-748.83875:207.0-759.74646:207.0-770.6543:207.0-890.6471:207.0-901.5559:207.0-912.4647:207.0-923.3736:207.0-934.2825:207.0-945.19135:207.0-1043.3723:191.0-1054.2814:191.0-1065.1904:191.0-1076.0995:191.0-1294.2806:191.0-1305.1897:191.0-1316.0988:191.0-1327.0078:191.0-1337.9169:191.0-1348.8259:191.0-1359.735:191.0-1370.644:191.0-1381.5531:191.0-1392.4622:191.0-1403.3712:191.0-1414.2803:191.0-1425.1893:191.0-1436.0984:191.0-1447.0074:191.0-1457.9165:191.0-1468.8256:191.0-1479.7346:191.0-1490.6437:191.0-1501.5527:191.0-1512.4618:191.0-1523.3708:191.0-1534.2799:191.0-1676.0977:223.0-1687.0067:223.0-1817.9154:207.0-1828.8245:207.0-1839.7335:207.0-1850.6426:207.0-1894.2788:239.0-1905.1879:239.0-1916.0969:239.0-1927.006:239.0-1937.915:239.0-1948.8241:239.0-2036.0966:191.0-2047.0056:191.0-2057.9148:191.0-2068.824:191.0-2079.7332:191.0-2090.6423:191.0-2101.5515:191.0-2112.4607:191.0-2123.3699:191.0-2134.279:191.0-2145.1882:191.0-2156.0974:191.0-2167.0066:191.0-2177.9158:191.0-2221.5525:207.0-2232.4617:207.0-2243.3708:207.0-2254.28:207.0-2265.1892:207.0-2276.0984:207.0-2287.0076:207.0-2297.9167:207.0-2308.826:207.0-2319.735:207.0-2330.6443:207.0-2341.5535:207.0-2352.4626:207.0
59,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-197.255:191.0-207.63695:191.0-218.07687:191.0-228.5684:191.0-239.10587:191.0-249.6842:191.0-260.29892:191.0-270.946:191.0-281.62195:191.0-292.32352:191.0-303.0479:191.0-313.79263:191.0-324.55542:191.0-335.33432:191.0-400.25897:223.0-411.11047:223.0-421.96832:223.0-574.36194:191.0-585.2621:191.0-596.1632:191.0-737.9312:223.0-748.83875:223.0-847.0124:207.0-857.921:207.0-890.6471:223.0-901.5559:223.0-912.4647:223.0-923.3736:223.0-999.73615:191.0-1010.64514:191.0-1021.55414:191.0-1032.4633:191.0-1043.3723:191.0-1054.2814:191.0-1185.1901:207.0-1196.0991:207.0-1207.0082:207.0-1217.9172:207.0-1228.8263:207.0-1239.7354:207.0-1250.6444:207.0-1261.5535:207.0-1272.4625:207.0-1283.3716:207.0-1294.2806:207.0-1414.2803:207.0-1425.1893:207.0-1436.0984:207.0-1447.0074:207.0-1457.9165:207.0-1501.5527:239.0-1512.4618:239.0-1523.3708:239.0-1534.2799:239.0-1545.189:239.0-1556.098:239.0-1567.0071:239.0-1577.9161:239.0-1665.1886:191.0-1730.643:239.0-1741.552:239.0-1752.461:239.0-1839.7335:191.0-1850.6426:191.0-1905.1879:223.0-1916.0969:223.0-1927.006:223.0-1937.915:223.0-1948.8241:223.0-1959.7332:223.0-1970.6422:223.0-2003.3694:239.0-2014.2784:239.0-2025.1875:239.0-2036.0966:239.0-2047.0056:239.0-2057.9148:239.0-2068.824:239.0-2079.7332:239.0-2090.6423:239.0-2101.5515:239.0-2112.4607:239.0-2123.3699:239.0-2134.279:239.0-2145.1882:239.0-2232.4617:191.0-2243.3708:191.0-2254.28:191.0-2265.1892:191.0-2308.826:207.0-2319.735:207.0-2330.6443:207.0-2341.5535:207.0-2352.4626:207.0-2363.3718:207.0-2373.681:207.0-2383.456:207.0
60,14.686521:15.0-18.751003:15.0-126.93359:191.0-136.6509:191.0-146.4993:191.0-156.46437:191.0-166.5333:191.0-176.69463:191.0-186.93822:191.0-197.255:191.0-207.63695:191.0-218.07687:191.0-228.5684:191.0-239.10587:191.0-249.6842:191.0-260.29892:191.0-270.946:191.0-281.62195:191.0-292.32352:191.0-303.0479:191.0-313.79263:191.0-324.55542:191.0-335.33432:191.0-346.12753:191.0-389.41458:207.0-400.25897:207.0-411.11047:207.0-421.96832:207.0-432.8318:207.0-443.7003:207.0-454.57324:207.0-465.45016:207.0-617.968:191.0-628.8715:191.0-639.77563:191.0-650.6803:191.0-661.58545:191.0-802.5974:239.0-812.39166:239.0-822.30853:239.0-949.50073:191.0-959.9356:191.0-970.42267:191.0-980.9561:191.0-991.5309:191.0-1002.14246:191.0-1066.3861:239.0-1077.1636:239.0-1087.9556:239.0-1098.7604:239.0-1109.5767:239.0-1120.4032:239.0-1131.2388:239.0-1316.1805:207.0-1327.0806:207.0-1425.215:191.0-1436.1212:191.0-1447.0278:191.0-1457.9347:191.0-1468.8418:191.0-1479.7491:191.0-1490.6566:191.0-1501.5643:191.0-1512.4722:191.0-1523.3801:191.0-1534.2882:191.0-1545.1964:191.0-1556.1047:191.0-1567.0132:191.0-1665.1913:175.0-1676.1001:175.0-1948.8257:207.0-1959.7347:207.0-1970.6438:207.0-1981.5529:207.0-1992.4619:207.0-2003.371:207.0-2014.28:207.0-2025.1891:207.0-2123.3716:191.0-2134.2808:191.0-2145.19:191.0-2188.8267:223.0-2199.7358:223.0-2210.645:223.0-2221.5542:223.0-2232.4634:223.0-2243.3726:223.0-2254.2817:223.0-2265.191:223.0-2276.1:223.0-2287.0093:223.0-2297.9185:223.0-2308.8276:223.0-2319.7368:223.0-2363.3735:239.0-2374.2827:239.0-2384.0:239.0
